Brand,Variety,Style,Country,Stars,spiciness,spiciness_2,Scoville,continent
Aces,Sriracha Ramen Noodle Soup - Lobster,Bowl,United States,4.25,pepper free,pepper free,0,North America
Assi,Hot & Spicy Rice Noodle Soup Bowl,Tray,United States,3.75,spicy,spicy,"(2500, 10000)",North America
Vite Ramen,Roasted Soy Sauce Chicken v1.2,Pack,United States,5,pepper free,mild,"(100, 2500)",North America
Myojo,Yakisoba Savoru Miso Sauce,Pack,United States,5,pepper free,pepper free,0,North America
Muso,Organic Ramen Miso,Pack,United States,5,pepper free,pepper free,0,North America
Menraku,Restaurant Style Ramen Miso Tonkotsu Taste,Pack,United States,4,pepper free,pepper free,0,North America
Vite Ramen,Garlic Pork Tonkotsu v1.2,Pack,United States,3.75,pepper free,pepper free,0,North America
Nissin,Cup Noodles Pumpkin Spice Flavor,Cup,United States,5,pepper free,pepper free,0,North America
Menraku,Japanese Ramen Tonkotsu Taste,Bowl,United States,3.75,pepper free,pepper free,0,North America
Lee Kum Kee,Chinese Style Dan Dan Noodles,Bowl,United States,1,pepper free,pepper free,0,North America
Aces,Huy Fond Sriracha Ramen Noodle Soup,Bowl,United States,3.75,pepper free,pepper free,0,North America
Nissin,Raoh Artificial Tonkotsu Flavor Ramen,Pack,United States,3.75,pepper free,pepper free,0,North America
Maruchan,Wonton Soup Chicken Flavor,Bowl,United States,3,pepper free,mild,"(100, 2500)",North America
Yamasa,Artisanal Tonkotsu Broth,Bottle,United States,4,pepper free,pepper free,0,North America
Vida Food Group,Pozole Chicken Flavor Instant Ramen Soup,Bowl,United States,5,pepper free,pepper free,0,North America
Vida Food Group,Menudo Beef Flavour Instant Ramen Soup,Bowl,United States,5,pepper free,pepper free,0,North America
Souper,Chow Mein With Soup Stock,Pack,United States,4,pepper free,mild,"(100, 2500)",North America
Nissin,Cup Noodles Stir Fry Teriyaki Chicken Flavor,Cup,United States,4.75,pepper free,mild,"(100, 2500)",North America
Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup 50th Anniversary Edition,Pack,United States,3.5,pepper free,pepper free,0,North America
Lee Kum Kee,Asian Style Sesame Teriyaki Noodle With Miso & Garlic,Bowl,United States,0.25,pepper free,pepper free,0,North America
Panda Signature,Ramen Noodle Soup Beef Flavor,Cup,United States,2.25,pepper free,mild,"(100, 2500)",North America
Trident,Protein Noodles,Box,United States,5,pepper free,pepper free,0,North America
Aces,Sriracha Ramen Noodle Soup Chicken Flavor,Bowl,United States,5,pepper free,mild,"(100, 2500)",North America
Aces,Sriracha Ramen Noodle Soup Original Flavor,Bowl,United States,3.75,pepper free,pepper free,0,North America
Panda Signature,Ramen Noodle Soup Chicken Flavor,Cup,United States,3.5,pepper free,mild,"(100, 2500)",North America
Maruchan,Wonton Soup Spicy Chicken Flavor,Cup,United States,3.75,spicy,spicy,"(2500, 10000)",North America
Panda Signature,Ramen Noodle Soup Picante Chicken Flavor,Pack,United States,3.75,pepper free,mild,"(100, 2500)",North America
Nongshim,ChapaGuri Jjajang Noodle With Spicy Seafood Flavor,Bowl,United States,4.25,spicy,spicy,"(2500, 10000)",North America
Panda Signature,Ramen Noodle Soup Spicy Chicken Flavor,Cup,United States,0,spicy,spicy,"(2500, 10000)",North America
Chef Woo,Roasted Chicken Flavor,Cup,United States,4,pepper free,mild,"(100, 2500)",North America
Panda Signature,Ramen Noodle Soup Beef Flavor,Pack,United States,3.5,pepper free,mild,"(100, 2500)",North America
Paldo,Jumbo Instant Noodles With Flamed Beef Soup,Pack,United States,4.5,pepper free,pepper free,0,North America
Panda Signature,Ramen Noodle Soup Pork Flavor,Pack,United States,3.5,pepper free,mild,"(100, 2500)",North America
Muso,Organic Ramen Shoyu,Pack,United States,4,pepper free,pepper free,0,North America
Chef Woo,Thai Lemongrass Ramen,Cup,United States,3,pepper free,pepper free,0,North America
Nongshim,Shin Black With Beef Bone Broth,Pack,United States,5,pepper free,pepper free,0,North America
Nissin,Hot & Spicy Fire Wok Molten Chili Chicken,Bowl,United States,3.5,spicy,spicy,"(2500, 10000)",North America
Panda Signature,Ramen Noodle Soup Soy Sauce Flavor,Pack,United States,1.75,pepper free,mild,"(100, 2500)",North America
Ramen Express By Chef Woo,Hotter & Spicier Ramen,Pack,United States,4,hot,hot,"(10000, 50000)",North America
Nissin,Hot & Spicy Fire Wok Scorchin' Sesame Shrimp,Bowl,United States,3.5,spicy,spicy,"(2500, 10000)",North America
Panda Signature,Ramen Noodle Soup Creamy Chicken Flavor,Pack,United States,3.5,pepper free,mild,"(100, 2500)",North America
